school_year,num_of_sems,country,university,department
2015,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2015,2,Japan,Aoyama Gakuin University,Department of Japanese Language and Literature
2015,2,Japan,Soka University,Department of Japanese Language and Literature
2015,2,Japan,Keio University,Department of Japanese Language and Literature
2015,2,Japan,Hokkaido University,Department of Japanese Language and Literature
2015,2,Japan,Waseda University,Department of Japanese Language and Literature
2015,2,France,Lille Catholic University,Department of Drama and Theatre
2015,1,Germany,University of Tubingen,Department of Physics
2015,2,Japan,University of the Ryukyus,Department of Physics
2015,1,Germany,Technical University of Munich,Department of Chemistry
2015,2,Germany,Ulm University,Department of Psychology
2015,1,Poland,University of Warsaw,Department of Psychology
2015,1,China,Nankai University,Department of Political Science
2015,2,Lithuania,Kaunas University of Technology,Department of Political Science
2015,2,France,Sorbonne Paris North University,Department of Political Science
2015,1,Germany,Heidelberg University,Department of Political Science
2015,1,US,University of Wisconsin-Madison,Department of Political Science
2015,2,US,The California State University (CSU),Department of Political Science
2015,1,China,Zhejiang Univeristy,Department of Political Science
2015,2,Japan,Kyoto University,Department of Political Science
2015,2,Japan,Kyushu University,Department of Political Science
2015,1,China,Renmin University of China,Department of Political Science
2015,1,China,Shanghai Jiao Tong University,Department of Political Science
2015,1,China,Peking University,Department of Political Science
2015,2,France,University of Paris Ouest - Nanterre La Défense,Department of Political Science
2015,2,Germany,University of Hamburg,Department of Political Science
2015,1,China,Sun Yat-sen University,Department of Political Science
2015,2,China,Nankai University,Department of Political Science
2015,2,Germany,TU Dortmund University,Department of Economics
2015,2,Germany,University of Bonn,Department of Economics
2015,1,Netherlands,Maastricht University,Department of Economics
2015,1,Denmark,University of Copenhagen,Department of Economics
2015,2,China,Shandong University,Department of Economics
2015,1,Canada,University of Ottawa,Department of Economics
2015,1,China,Shanghai Jiao Tong University,Department of Economics
2015,2,US,University of Georgia,Department of Economics
2015,1,Malaysia,Universiti Sains Malaysia,Department of Economics
2015,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Economics
2015,2,Japan,Kansai University,Department of Economics
2015,2,Japan,Okayama University,Department of Japanese Language and Literature
2015,1,Singapore,Nanyang Technological University,Department of Sociology
2015,2,Japan,Doshisha University,Department of Sociology
2015,1,Thailand,Chulalongkorn University,Department of Civil Engineering
2015,1,Japan,University of Tsukuba,Department of Mechanical Engineering
2015,2,Japan,Tokyo University of Foreign Studies,Department of Mechanical Engineering
2015,1,US,University of Maryland (UMD),Department of Forestry and Resource Conservation
2015,2,France,EPF - Graduate School of Engineering,Department of Civil Engineering
2015,2,Switzerland,University of Lausanne,Department of Horticultural Science
2015,1,Germany,University of Mannheim,Department of Library and Information Science
2015,1,Germany,University of Tubingen,Department of Animal Science and Technology
2015,1,Canada,Queen's University,Department of Agricultural Economics
2015,2,Spain,Autonomous University of Barcelona,Department of Agricultural Economics
2015,2,Netherlands,Leiden University,Department of Agricultural Economics
2015,2,Australia,The Australian National University,Department of Agricultural Economics
2015,2,Singapore,Nanyang Technological University,Department of Agricultural Economics
2015,2,US,University of Oregon,Department of Agricultural Economics
2015,2,Canada,University of Toronto,Department of Horticultural Science
2015,2,Germany,Ulm University,Department of Horticultural Science
2015,2,Japan,Akita International University,Department of Horticultural Science
2015,2,Sweden,Umeå University,Department of Horticultural Science
2015,2,Japan,Akita International University,Department of Horticultural Science
2015,1,Switzerland,University of Lausanne,Department of Bio-Industry Communication and Development
2015,1,US,The University of North Carolina at Chapel Hill (UNC),Department of Bio-Industry Communication and Development
2015,1,Turkey,Koç University,Department of Bio-Industry Communication and Development
2015,2,Japan,Akita International University,Department of Bio-industrial Mechatronics Engineering
2015,2,Sweden,Linköping University,Department of Business Administration
2015,1,US,The University of Oklahoma,Department of Business Administration
2015,1,Japan,University of Tsukuba,Department of Business Administration
2015,1,Norway,University of Oslo,Department of Business Administration
2015,2,US,University of California,Department of Business Administration
2015,1,China,Zhejiang Univeristy,Department of Business Administration
2015,2,Japan,Akita International University,Department of Accounting
2015,2,Japan,Keio University,Department of Accounting
2015,1,Austria,University of Vienna,Department of Finance
2015,1,Netherlands,Utrecht University,Department of International Business
2015,2,Japan,Meiji University,Department of International Business
2015,2,France,MINES ParisTech,Department of Electrical Engineering
2015,2,US,University of California,Department of Electrical Engineering
2015,2,Germany,RWTH Aachen University,Department of Electrical Engineering
2015,2,Japan,Ritsumeikan University,Department of Computer Science and Information Engineering
2015,1,China,Beihang University,Department of Computer Science and Information Engineering
2015,1,Finland,University of Helsinki,Department of Law
2015,2,Japan,University of Tsukuba,Department of Life Science
2015,2,Germany,Ulm University,Department of Life Science
2015,2,Canada,Simon Fraser University (SFU),Department of Biochemical Science and Technology
2015,2,Japan,Osaka University,Department of Chinese Literature
2015,2,US,North Carolina State University (NC State),Department of Agricultural Economics
2015,2,UK,University of Southampton,Department of Foreign Languages and Literatures
2015,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2015,2,France,University Jean Moulin - Lyon 3,Department of Foreign Languages and Literatures
2015,1,Canada,Queen's University,Department of Foreign Languages and Literatures
2015,1,Canada,Simon Fraser University (SFU),Department of Foreign Languages and Literatures
2015,1,Spain,Autonomous University of Madrid,Department of Foreign Languages and Literatures
2015,1,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Foreign Languages and Literatures
2015,1,Australia,The University of New South Wales,Department of Foreign Languages and Literatures
2015,1,Finland,University of Helsinki,Department of History
2015,1,Netherlands,University of Groningen,Department of Philosophy
2015,2,China,Shanghai Jiao Tong University,Department of Philosophy
2015,1,China,Jilin University,Department of Anthropology
2015,2,Canada,The University of British Columbia (UBC),Department of Psychology
2015,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2015,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2015,2,Japan,Osaka University,Department of Japanese Language and Literature
2015,2,Japan,Nihon University,Department of Japanese Language and Literature
2015,2,Japan,University of Tsukuba,Department of Japanese Language and Literature
2015,2,Japan,Meiji University,Department of Japanese Language and Literature
2015,2,Japan,Nagoya University,Department of Japanese Language and Literature
2015,1,Japan,Kobe University,Department of Japanese Language and Literature
2015,2,Japan,Nagasaki University,Department of Mathematics
2015,1,South Korea,Sungkyunkwan University,Department of Physics
2015,1,Switzerland,University of Bern,Department of Chemistry
